-1,500000000
0,9080688
1,4095013
2,1944330
3,965671
4,498696
5,265332
6,144454
7,79710
8,44795
9,25638
10,14975
11,8793
12,5309
13,3142
14,1872
15,1089
16,653
17,404
18,246
19,133
20,74
21,27
22,4
23,1
